TAIRID	Tissue_specificity
AT3G17140	embryo.suspensor
AT1G65730	embryo.suspensor
AT2G19500	embryo.suspensor
AT1G33280	embryo.suspensor
AT5G57480	embryo.suspensor
AT5G42120	embryo.suspensor
AT1G22015	embryo.suspensor
AT5G39040	embryo.suspensor
AT5G53430	embryo.suspensor
AT1G70140	embryo.suspensor
AT5G61470	embryo.suspensor
AT1G36180	embryo.suspensor
AT3G12190	embryo.suspensor
AT1G02980	embryo.suspensor
AT5G56200	embryo.suspensor
AT5G53420	embryo.suspensor
AT2G42660	embryo.suspensor
AT2G21930	embryo.suspensor
AT5G56490	embryo.suspensor
AT3G16110	embryo.suspensor
AT4G13090	embryo.suspensor
AT5G65170	embryo.suspensor
AT1G01530	endosperm.all
AT1G02580	endosperm.all
AT1G02940	endosperm.all
AT1G03445	endosperm.all
AT1G03890	endosperm.all
AT1G03970	endosperm.all
AT1G04380	endosperm.all
AT1G04560	endosperm.all
AT1G04840	endosperm.all
AT1G05370	endosperm.all
AT1G05510	endosperm.all
AT1G05740	endosperm.all
AT1G06050	endosperm.all
AT1G06230	endosperm.all
AT1G08065	endosperm.all
AT1G09080	endosperm.all
AT1G10520	endosperm.all
AT1G10730	endosperm.all
AT1G11690	endosperm.all
AT1G12030	endosperm.all
AT1G13200	endosperm.all
AT1G13700	endosperm.all
AT1G14110	endosperm.all
AT1G14680	endosperm.all
AT1G15190	endosperm.all
AT1G15300	endosperm.all
AT1G16770	endosperm.all
AT1G17010	endosperm.all
AT1G17020	endosperm.all
AT1G17810	endosperm.all
AT1G17960	endosperm.all
AT1G18350	endosperm.all
AT1G18530	endosperm.all
AT1G19320	endosperm.all
AT1G19950	endosperm.all
AT1G20690	endosperm.all
AT1G20735	endosperm.all
AT1G20940	endosperm.all
AT1G21670	endosperm.all
AT1G21850	endosperm.all
AT1G22080	endosperm.all
AT1G22090	endosperm.all
AT1G22110	endosperm.all
AT1G22275	endosperm.all
AT1G22670	endosperm.all
AT1G23140	endosperm.all
AT1G23270	endosperm.all
AT1G23320	endosperm.all
AT1G25410	endosperm.all
AT1G26795	endosperm.all
AT1G27240	endosperm.all
AT1G28640	endosperm.all
AT1G29680	endosperm.all
AT1G31430	endosperm.all
AT1G31530	endosperm.all
AT1G34410	endosperm.all
AT1G34650	endosperm.all
AT1G36020	endosperm.all
AT1G36920	endosperm.all
AT1G44090	endosperm.all
AT1G45050	endosperm.all
AT1G47540	endosperm.all
AT1G47790	endosperm.all
AT1G49015	endosperm.all
AT1G49190	endosperm.all
AT1G50080	endosperm.all
AT1G50650	endosperm.all
AT1G51210	endosperm.all
AT1G53400	endosperm.all
AT1G54410	endosperm.all
AT1G54420	endosperm.all
AT1G55660	endosperm.all
AT1G57570	endosperm.all
AT1G57780	endosperm.all
AT1G58070	endosperm.all
AT1G59670	endosperm.all
AT1G60400	endosperm.all
AT1G60730	endosperm.all
AT1G60985	endosperm.all
AT1G61630	endosperm.all
AT1G61700	endosperm.all
AT1G62340	endosperm.all
AT1G63180	endosperm.all
AT1G64030	endosperm.all
AT1G64940	endosperm.all
AT1G64950	endosperm.all
AT1G65590	endosperm.all
AT1G65760	endosperm.all
AT1G65840	endosperm.all
AT1G65890	endosperm.all
AT1G66020	endosperm.all
AT1G67450	endosperm.all
AT1G67800	endosperm.all
AT1G68290	endosperm.all
AT1G69630	endosperm.all
AT1G70170	endosperm.all
AT1G70430	endosperm.all
AT1G70560	endosperm.all
AT1G71120	endosperm.all
AT1G71230	endosperm.all
AT1G71250	endosperm.all
AT1G71470	endosperm.all
AT1G72770	endosperm.all
AT1G72800	endosperm.all
AT1G73120	endosperm.all
AT1G73130	endosperm.all
AT1G73190	endosperm.all
AT1G73560	endosperm.all
AT1G74000	endosperm.all
AT1G74870	endosperm.all
AT1G77310	endosperm.all
AT1G77655	endosperm.all
AT1G77840	endosperm.all
AT1G77960	endosperm.all
AT1G78220	endosperm.all
AT1G78710	endosperm.all
AT1G79270	endosperm.all
AT1G79370	endosperm.all
AT1G80110	endosperm.all
AT1G80580	endosperm.all
AT2G01810	endosperm.all
AT2G01880	endosperm.all
AT2G02140	endosperm.all
AT2G02990	endosperm.all
AT2G03180	endosperm.all
AT2G03340	endosperm.all
AT2G03460	endosperm.all
AT2G03560	endosperm.all
AT2G04032	endosperm.all
AT2G05580	endosperm.all
AT2G06040	endosperm.all
AT2G07020	endosperm.all
AT2G12190	endosperm.all
AT2G12550	endosperm.all
AT2G13150	endosperm.all
AT2G15740	endosperm.all
AT2G16450	endosperm.all
AT2G16960	endosperm.all
AT2G17050	endosperm.all
AT2G17470	endosperm.all
AT2G18600	endosperm.all
AT2G18730	endosperm.all
AT2G19320	endosperm.all
AT2G19360	endosperm.all
AT2G19400	endosperm.all
AT2G19970	endosperm.all
AT2G20290	endosperm.all
AT2G20595	endosperm.all
AT2G20620	endosperm.all
AT2G20840	endosperm.all
AT2G21110	endosperm.all
AT2G21820	endosperm.all
AT2G22050	endosperm.all
AT2G22060	endosperm.all
AT2G23160	endosperm.all
AT2G23900	endosperm.all
AT2G24880	endosperm.all
AT2G26790	endosperm.all
AT2G26870	endosperm.all
AT2G26990	endosperm.all
AT2G28880	endosperm.all
AT2G29890	endosperm.all
AT2G30640	endosperm.all
AT2G30690	endosperm.all
AT2G31250	endosperm.all
AT2G31300	endosperm.all
AT2G31770	endosperm.all
AT2G32050	endosperm.all
AT2G32830	endosperm.all
AT2G34370	endosperm.all
AT2G34555	endosperm.all
AT2G34580	endosperm.all
AT2G35075	endosperm.all
AT2G35170	endosperm.all
AT2G36180	endosperm.all
AT2G37060	endosperm.all
AT2G37070	endosperm.all
AT2G37420	endosperm.all
AT2G37910	endosperm.all
AT2G38480	endosperm.all
AT2G39640	endosperm.all
AT2G39820	endosperm.all
AT2G40310	endosperm.all
AT2G40815	endosperm.all
AT2G41260	endosperm.all
AT2G42090	endosperm.all
AT2G42400	endosperm.all
AT2G42440	endosperm.all
AT2G42560	endosperm.all
AT2G42860	endosperm.all
AT2G44200	endosperm.all
AT2G44240	endosperm.all
AT2G44560	endosperm.all
AT2G46140	endosperm.all
AT2G46210	endosperm.all
AT2G47430	endosperm.all
AT3G01330	endosperm.all
AT3G01570	endosperm.all
AT3G01650	endosperm.all
AT3G02800	endosperm.all
AT3G03260	endosperm.all
AT3G03360	endosperm.all
AT3G03520	endosperm.all
AT3G03910	endosperm.all
AT3G04250	endosperm.all
AT3G04660	endosperm.all
AT3G05150	endosperm.all
AT3G05890	endosperm.all
AT3G06000	endosperm.all
AT3G06180	endosperm.all
AT3G09150	endosperm.all
AT3G09160	endosperm.all
AT3G09240	endosperm.all
AT3G09620	endosperm.all
AT3G10780	endosperm.all
AT3G11020	endosperm.all
AT3G11750	endosperm.all
AT3G11870	endosperm.all
AT3G11880	endosperm.all
AT3G11920	endosperm.all
AT3G12510	endosperm.all
AT3G12840	endosperm.all
AT3G13280	endosperm.all
AT3G13900	endosperm.all
AT3G14070	endosperm.all
AT3G14640	endosperm.all
AT3G14700	endosperm.all
AT3G15355	endosperm.all
AT3G16040	endosperm.all
AT3G16650	endosperm.all
AT3G16785	endosperm.all
AT3G17250	endosperm.all
AT3G17520	endosperm.all
AT3G19360	endosperm.all
AT3G20560	endosperm.all
AT3G20710	endosperm.all
AT3G21380	endosperm.all
AT3G21390	endosperm.all
AT3G21810	endosperm.all
AT3G22700	endosperm.all
AT3G22770	endosperm.all
AT3G22860	endosperm.all
AT3G24060	endosperm.all
AT3G24130	endosperm.all
AT3G24780	endosperm.all
AT3G25990	endosperm.all
AT3G26140	endosperm.all
AT3G26310	endosperm.all
AT3G26590	endosperm.all
AT3G26940	endosperm.all
AT3G27290	endosperm.all
AT3G27440	endosperm.all
AT3G28490	endosperm.all
AT3G43280	endosperm.all
AT3G44080	endosperm.all
AT3G44830	endosperm.all
AT3G45690	endosperm.all
AT3G45810	endosperm.all
AT3G46860	endosperm.all
AT3G47660	endosperm.all
AT3G48950	endosperm.all
AT3G49600	endosperm.all
AT3G49770	endosperm.all
AT3G51180	endosperm.all
AT3G51560	endosperm.all
AT3G52690	endosperm.all
AT3G52770	endosperm.all
AT3G52970	endosperm.all
AT3G54560	endosperm.all
AT3G54940	endosperm.all
AT3G55940	endosperm.all
AT3G56080	endosperm.all
AT3G56350	endosperm.all
AT3G57070	endosperm.all
AT3G57157	endosperm.all
AT3G57720	endosperm.all
AT3G58210	endosperm.all
AT3G58540	endosperm.all
AT3G59120	endosperm.all
AT3G60010	endosperm.all
AT3G60640	endosperm.all
AT3G62350	endosperm.all
AT4G00160	endosperm.all
AT4G00240	endosperm.all
AT4G01500	endosperm.all
AT4G02780	endosperm.all
AT4G03156	endosperm.all
AT4G03620	endosperm.all
AT4G08530	endosperm.all
AT4G08560	endosperm.all
AT4G09430	endosperm.all
AT4G10020	endosperm.all
AT4G10220	endosperm.all
AT4G10490	endosperm.all
AT4G10670	endosperm.all
AT4G11400	endosperm.all
AT4G13070	endosperm.all
AT4G13080	endosperm.all
AT4G13610	endosperm.all
AT4G13700	endosperm.all
AT4G14180	endosperm.all
AT4G14670	endosperm.all
AT4G14780	endosperm.all
AT4G15460	endosperm.all
AT4G15755	endosperm.all
AT4G16146	endosperm.all
AT4G16460	endosperm.all
AT4G17160	endosperm.all
AT4G17215	endosperm.all
AT4G17483	endosperm.all
AT4G17585	endosperm.all
AT4G18430	endosperm.all
AT4G19130	endosperm.all
AT4G19200	endosperm.all
AT4G19570	endosperm.all
AT4G19650	endosperm.all
AT4G19940	endosperm.all
AT4G20160	endosperm.all
AT4G20480	endosperm.all
AT4G21323	endosperm.all
AT4G21690	endosperm.all
AT4G23080	endosperm.all
AT4G25000	endosperm.all
AT4G25580	endosperm.all
AT4G26020	endosperm.all
AT4G26750	endosperm.all
AT4G27530	endosperm.all
AT4G27890	endosperm.all
AT4G29140	endosperm.all
AT4G29370	endosperm.all
AT4G29380	endosperm.all
AT4G29550	endosperm.all
AT4G29630	endosperm.all
AT4G30590	endosperm.all
AT4G31900	endosperm.all
AT4G32870	endosperm.all
AT4G33310	endosperm.all
AT4G33370	endosperm.all
AT4G35110	endosperm.all
AT4G35650	endosperm.all
AT4G35985	endosperm.all
AT4G36380	endosperm.all
AT4G37360	endosperm.all
AT4G38700	endosperm.all
AT4G38780	endosperm.all
AT4G39000	endosperm.all
AT4G39590	endosperm.all
AT4G39670	endosperm.all
AT4G39753	endosperm.all
AT4G39756	endosperm.all
AT4G39955	endosperm.all
AT5G02880	endosperm.all
AT5G03020	endosperm.all
AT5G04540	endosperm.all
AT5G05030	endosperm.all
AT5G05070	endosperm.all
AT5G05110	endosperm.all
AT5G05220	endosperm.all
AT5G05760	endosperm.all
AT5G06040	endosperm.all
AT5G06080	endosperm.all
AT5G06670	endosperm.all
AT5G06760	endosperm.all
AT5G07330	endosperm.all
AT5G07400	endosperm.all
AT5G07500	endosperm.all
AT5G07660	endosperm.all
AT5G07830	endosperm.all
AT5G07920	endosperm.all
AT5G08240	endosperm.all
AT5G09640	endosperm.all
AT5G09700	endosperm.all
AT5G10880	endosperm.all
AT5G10930	endosperm.all
AT5G10950	endosperm.all
AT5G12450	endosperm.all
AT5G12460	endosperm.all
AT5G12840	endosperm.all
AT5G13200	endosperm.all
AT5G14180	endosperm.all
AT5G14960	endosperm.all
AT5G15160	endosperm.all
AT5G16430	endosperm.all
AT5G17150	endosperm.all
AT5G17480	endosperm.all
AT5G18160	endosperm.all
AT5G18420	endosperm.all
AT5G18810	endosperm.all
AT5G19270	endosperm.all
AT5G19560	endosperm.all
AT5G19720	endosperm.all
AT5G20460	endosperm.all
AT5G20560	endosperm.all
AT5G20710	endosperm.all
AT5G22600	endosperm.all
AT5G22990	endosperm.all
AT5G25290	endosperm.all
AT5G25410	endosperm.all
AT5G25950	endosperm.all
AT5G26120	endosperm.all
AT5G26250	endosperm.all
AT5G26840	endosperm.all
AT5G26970	endosperm.all
AT5G27000	endosperm.all
AT5G27330	endosperm.all
AT5G27610	endosperm.all
AT5G27810	endosperm.all
AT5G37420	endosperm.all
AT5G37560	endosperm.all
AT5G38080	endosperm.all
AT5G38450	endosperm.all
AT5G38960	endosperm.all
AT5G39380	endosperm.all
AT5G39440	endosperm.all
AT5G40430	endosperm.all
AT5G40710	endosperm.all
AT5G41340	endosperm.all
AT5G41660	endosperm.all
AT5G41720	endosperm.all
AT5G41790	endosperm.all
AT5G42290	endosperm.all
AT5G42640	endosperm.all
AT5G43840	endosperm.all
AT5G43980	endosperm.all
AT5G44080	endosperm.all
AT5G44310	endosperm.all
AT5G44360	endosperm.all
AT5G44980	endosperm.all
AT5G46040	endosperm.all
AT5G46300	endosperm.all
AT5G46370	endosperm.all
AT5G46440	endosperm.all
AT5G46700	endosperm.all
AT5G47730	endosperm.all
AT5G48970	endosperm.all
AT5G49110	endosperm.all
AT5G49470	endosperm.all
AT5G52160	endosperm.all
AT5G52480	endosperm.all
AT5G53520	endosperm.all
AT5G54740	endosperm.all
AT5G55080	endosperm.all
AT5G55240	endosperm.all
AT5G55360	endosperm.all
AT5G55540	endosperm.all
AT5G55590	endosperm.all
AT5G56200	endosperm.all
AT5G56620	endosperm.all
AT5G57740	endosperm.all
AT5G57830	endosperm.all
AT5G58660	endosperm.all
AT5G58820	endosperm.all
AT5G58840	endosperm.all
AT5G59100	endosperm.all
AT5G59845	endosperm.all
AT5G61260	endosperm.all
AT5G61290	endosperm.all
AT5G61740	endosperm.all
AT5G62400	endosperm.all
AT5G62540	endosperm.all
AT5G62800	endosperm.all
AT5G62830	endosperm.all
AT5G63340	endosperm.all
AT5G63820	endosperm.all
AT5G63905	endosperm.all
AT5G65370	endosperm.all
AT5G65590	endosperm.all
AT5G66150	endosperm.all
AT5G66970	endosperm.all
AT5G67520	endosperm.all
AT5G45880	floral.bud
AT4G01470	floral.bud
AT2G22180	floral.bud
AT1G03050	floral.bud
AT2G42200	floral.bud
AT5G14380	floral.bud
AT4G13560	floral.bud
AT2G40300	floral.bud
AT3G55110	floral.bud
AT3G42640	floral.bud
AT2G38110	floral.bud
AT1G55570	floral.bud
AT1G22150	floral.bud
AT4G24890	floral.bud
AT5G17620	floral.bud
AT5G53620	floral.bud
AT5G13400	floral.bud
AT1G01600	floral.bud
AT1G61680	floral.bud
AT5G25400	floral.bud
AT2G23170	floral.bud
AT3G49670	floral.bud
AT1G01280	floral.bud
AT1G79780	floral.bud
AT2G45580	floral.bud
AT4G16442	floral.bud
AT4G23660	floral.bud
AT5G56110	floral.bud
AT4G30040	floral.bud
AT3G01240	floral.bud
AT3G20865	floral.bud
AT5G03680	floral.bud
AT2G32350	floral.bud
AT1G68750	floral.bud
AT1G70720	floral.bud
AT3G45320	floral.bud
AT1G26480	floral.bud
AT5G44400	floral.bud
AT1G52680	floral.bud
AT1G44224	floral.bud
AT1G01510	floral.bud
AT4G00350	floral.bud
AT1G24520	floral.bud
AT5G58050	floral.bud
AT5G48140	floral.bud
AT4G02140	floral.bud
AT3G17630	floral.bud
AT5G07430	floral.bud
AT5G26820	floral.bud
AT5G28470	floral.bud
AT1G22130	floral.bud
AT3G46750	floral.bud
AT2G22830	floral.bud
AT3G07540	floral.bud
AT2G03850	floral.bud
AT3G18360	floral.bud
AT1G54020	floral.bud
AT5G13380	floral.bud
AT1G06170	floral.bud
AT1G61110	floral.bud
AT4G13100	floral.bud
AT2G05790	floral.bud
AT4G29980	floral.bud
AT3G51590	floral.bud
AT3G28780	floral.bud
AT3G48730	floral.bud
AT5G65205	floral.bud
AT5G58960	floral.bud
AT3G11980	floral.bud
AT4G11760	floral.bud
AT4G01080	floral.bud
AT5G59500	floral.bud
AT2G03740	floral.bud
AT1G14900	floral.bud
AT5G40940	floral.bud
AT5G62320	floral.bud
AT2G05160	floral.bud
AT4G04760	floral.bud
AT3G52130	floral.bud
AT5G42320	floral.bud
AT3G12660	floral.bud
AT3G26380	floral.bud
AT2G27220	floral.bud
AT2G03170	floral.bud
AT3G50580	floral.bud
AT1G02790	floral.bud
AT3G52810	floral.bud
AT4G35010	floral.bud
AT2G01760	floral.bud
AT1G70910	floral.bud
AT5G54010	floral.bud
AT1G69700	floral.bud
AT1G69500	floral.bud
AT2G45600	floral.bud
AT4G18130	floral.bud
AT3G26125	floral.bud
AT1G77980	floral.bud
AT1G12070	floral.bud
AT4G26440	floral.bud
AT4G36250	floral.bud
AT2G16910	floral.bud
AT1G75940	floral.bud
AT2G07040	floral.bud
AT3G62170	floral.bud
AT1G63710	floral.bud
AT5G66020	floral.bud
AT2G34810	floral.bud
AT4G36350	floral.bud
AT4G34400	floral.bud
AT1G12570	floral.bud
AT5G46795	floral.bud
AT1G36150	floral.bud
AT3G10580	floral.bud
AT3G22840	floral.bud
AT1G77410	floral.bud
AT5G46770	floral.bud
AT5G45960	floral.bud
AT4G29250	floral.bud
AT1G07340	floral.bud
AT1G56360	floral.bud
AT3G29070	floral.bud
AT4G01130	floral.bud
AT2G13610	floral.bud
AT3G05610	floral.bud
AT3G11480	floral.bud
AT3G28790	floral.bud
AT1G62940	floral.bud
AT5G41890	floral.bud
AT1G28430	floral.bud
AT5G56330	floral.bud
AT1G58430	floral.bud
AT1G78960	floral.bud
AT3G28830	floral.bud
AT5G39880	floral.bud
AT3G57620	floral.bud
AT5G09550	floral.bud
AT1G53320	floral.bud
AT2G24630	floral.bud
AT2G27990	floral.bud
AT1G60810	floral.bud
AT4G28680	floral.bud
AT1G68875	floral.bud
AT1G21460	floral.bud
AT1G67290	floral.bud
AT3G18220	floral.bud
AT4G10260	floral.bud
AT5G24610	floral.bud
AT1G30350	floral.bud
AT1G69120	floral.bud
AT2G20870	floral.bud
AT3G10460	floral.bud
AT3G18850	floral.bud
AT3G27810	floral.bud
AT3G60570	floral.bud
AT4G25040	floral.bud
AT4G27330	floral.bud
AT4G29340	floral.bud
AT5G24820	floral.bud
AT5G44300	floral.bud
AT5G53190	floral.bud
AT5G62890	floral.bud
AT5G64620	floral.bud
AT5G65990	floral.bud
AT2G26900	floral.bud
AT3G01020	floral.bud
AT3G60100	floral.bud
AT4G14815	floral.bud
AT1G18490	floral.bud
AT5G16960	floral.bud
AT3G03510	floral.bud
AT1G27360	floral.bud
AT5G33370	floral.bud
AT5G47000	floral.bud
AT1G27370	floral.bud
AT3G06220	floral.bud
AT5G62210	floral.bud
AT1G18360	floral.bud
AT3G60020	floral.bud
AT5G49330	floral.bud
AT3G04960	floral.bud
AT5G14890	floral.bud
AT2G31050	floral.bud
AT5G57720	floral.bud
AT2G28355	floral.bud
AT1G02050	floral.bud
AT1G04670	floral.bud
AT1G23690	floral.bud
AT1G79910	floral.bud
AT2G19070	floral.bud
AT2G20430	floral.bud
AT2G31100	floral.bud
AT2G47050	floral.bud
AT3G13180	floral.bud
AT3G13400	floral.bud
AT4G00040	floral.bud
AT4G23940	floral.bud
AT5G07520	floral.bud
AT5G08380	floral.bud
AT5G15110	floral.bud
AT1G03390	floral.bud
AT1G07450	floral.bud
AT1G13150	floral.bud
AT1G14820	floral.bud
AT1G15360	floral.bud
AT1G18280	floral.bud
AT1G60060	floral.bud
AT1G60950	floral.bud
AT1G65620	floral.bud
AT1G69180	floral.bud
AT1G72290	floral.bud
AT1G74530	floral.bud
AT2G19770	floral.bud
AT2G21220	floral.bud
AT2G28085	floral.bud
AT2G29790	floral.bud
AT2G31210	floral.bud
AT3G04860	floral.bud
AT3G07160	floral.bud
AT3G07450	floral.bud
AT3G07820	floral.bud
AT3G08560	floral.bud
AT3G10410	floral.bud
AT3G13220	floral.bud
AT3G17010	floral.bud
AT3G57690	floral.bud
AT3G58290	floral.bud
AT3G58690	floral.bud
AT4G08670	floral.bud
AT4G25950	floral.bud
AT4G28395	floral.bud
AT4G35190	floral.bud
AT4G35280	floral.bud
AT5G07560	floral.bud
AT5G08030	floral.bud
AT5G13140	floral.bud
AT5G15600	floral.bud
AT5G17830	floral.bud
AT5G52390	floral.bud
AT5G53820	floral.bud
AT5G57030	floral.bud
AT5G61605	floral.bud
AT5G62080	floral.bud
AT5G53100	general.seed.coat
AT3G62610	general.seed.coat
AT4G17480	general.seed.coat
AT2G41940	general.seed.coat
AT1G26210	general.seed.coat
AT3G13540	general.seed.coat
AT1G07720	general.seed.coat
AT5G11230	general.seed.coat
AT5G49190	general.seed.coat
AT3G23410	general.seed.coat
AT2G27920	general.seed.coat
AT2G39220	general.seed.coat
AT1G12330	general.seed.coat
AT1G24540	general.seed.coat
AT3G60900	general.seed.coat
AT3G28960	general.seed.coat
AT3G09870	general.seed.coat
AT5G02540	general.seed.coat
AT1G02940	general.seed.coat
AT4G32500	general.seed.coat
AT3G21560	general.seed.coat
AT5G33290	general.seed.coat
AT5G44700	general.seed.coat
AT3G57240	general.seed.coat
AT1G49800	general.seed.coat
AT1G79170	general.seed.coat
AT1G12010	general.seed.coat
AT1G64670	general.seed.coat
AT1G09790	general.seed.coat
AT5G46540	general.seed.coat
AT1G64900	general.seed.coat
AT5G52810	general.seed.coat
AT5G01790	general.seed.coat
AT1G51640	general.seed.coat
AT4G30400	general.seed.coat
AT4G13840	general.seed.coat
AT1G72260	general.seed.coat
AT4G17483	general.seed.coat
AT5G53240	general.seed.coat
AT1G66460	general.seed.coat
AT3G11470	general.seed.coat
AT5G39220	general.seed.coat
AT5G49180	general.seed.coat
AT5G44360	general.seed.coat
AT2G31360	general.seed.coat
AT4G25835	general.seed.coat
AT3G43960	general.seed.coat
AT1G23010	general.seed.coat
AT1G45130	general.seed.coat
AT4G34138	general.seed.coat
AT1G16390	general.seed.coat
AT4G13420	general.seed.coat
AT3G59420	general.seed.coat
AT5G64870	general.seed.coat
AT1G80130	general.seed.coat
AT1G19940	general.seed.coat
AT5G18840	general.seed.coat
AT4G19380	general.seed.coat
AT4G03930	general.seed.coat
AT5G48880	general.seed.coat
AT3G46540	general.seed.coat
AT3G48460	general.seed.coat
AT1G25450	general.seed.coat
AT4G15750	general.seed.coat
AT2G41990	general.seed.coat
AT2G20700	general.seed.coat
AT1G49490	general.seed.coat
AT3G05600	general.seed.coat
AT4G32170	general.seed.coat
AT5G64905	general.seed.coat
AT3G08970	general.seed.coat
AT4G12910	general.seed.coat
AT3G52870	general.seed.coat
AT5G67280	general.seed.coat
AT4G25960	general.seed.coat
AT4G24150	general.seed.coat
AT1G49860	general.seed.coat
AT5G24910	general.seed.coat
AT1G11590	general.seed.coat
AT4G00360	general.seed.coat
AT1G02300	general.seed.coat
AT1G61800	general.seed.coat
AT1G09370	general.seed.coat
AT2G45840	general.seed.coat
AT2G30150	general.seed.coat
AT2G34200	general.seed.coat
AT1G18650	general.seed.coat
AT5G47350	general.seed.coat
AT5G51480	general.seed.coat
ATCG01110	general.seed.coat
AT4G10640	general.seed.coat
AT1G01060	leaf.rosette
AT1G01390	leaf.rosette
AT1G01790	leaf.rosette
AT1G03600	leaf.rosette
AT1G03610	leaf.rosette
AT1G04350	leaf.rosette
AT1G04530	leaf.rosette
AT1G07180	leaf.rosette
AT1G10760	leaf.rosette
AT1G14270	leaf.rosette
AT1G16370	leaf.rosette
AT1G16720	leaf.rosette
AT1G17220	leaf.rosette
AT1G17340	leaf.rosette
AT1G17420	leaf.rosette
AT1G18710	leaf.rosette
AT1G18730	leaf.rosette
AT1G20340	leaf.rosette
AT1G20823	leaf.rosette
AT1G21010	leaf.rosette
AT1G21065	leaf.rosette
AT1G21350	leaf.rosette
AT1G21590	leaf.rosette
AT1G22280	leaf.rosette
AT1G22570	leaf.rosette
AT1G22710	leaf.rosette
AT1G22850	leaf.rosette
AT1G23740	leaf.rosette
AT1G24140	leaf.rosette
AT1G27480	leaf.rosette
AT1G27730	leaf.rosette
AT1G28190	leaf.rosette
AT1G28480	leaf.rosette
AT1G29690	leaf.rosette
AT1G30910	leaf.rosette
AT1G31190	leaf.rosette
AT1G31820	leaf.rosette
AT1G33340	leaf.rosette
AT1G33760	leaf.rosette
AT1G34760	leaf.rosette
AT1G35140	leaf.rosette
AT1G42550	leaf.rosette
AT1G42970	leaf.rosette
AT1G43560	leaf.rosette
AT1G52890	leaf.rosette
AT1G53170	leaf.rosette
AT1G54740	leaf.rosette
AT1G54780	leaf.rosette
AT1G56050	leaf.rosette
AT1G56060	leaf.rosette
AT1G56500	leaf.rosette
AT1G58180	leaf.rosette
AT1G58420	leaf.rosette
AT1G61380	leaf.rosette
AT1G62300	leaf.rosette
AT1G64680	leaf.rosette
AT1G65260	leaf.rosette
AT1G66670	leaf.rosette
AT1G66880	leaf.rosette
AT1G67740	leaf.rosette
AT1G68190	leaf.rosette
AT1G69270	leaf.rosette
AT1G69730	leaf.rosette
AT1G70530	leaf.rosette
AT1G71500	leaf.rosette
AT1G71697	leaf.rosette
AT1G72520	leaf.rosette
AT1G73060	leaf.rosette
AT1G73655	leaf.rosette
AT1G74910	leaf.rosette
AT1G76100	leaf.rosette
AT1G76130	leaf.rosette
AT1G76700	leaf.rosette
AT1G77090	leaf.rosette
AT1G77760	leaf.rosette
AT1G79040	leaf.rosette
AT1G79160	leaf.rosette
AT1G80310	leaf.rosette
AT1G80380	leaf.rosette
AT2G01620	leaf.rosette
AT2G02950	leaf.rosette
AT2G03550	leaf.rosette
AT2G04450	leaf.rosette
AT2G05540	leaf.rosette
AT2G05620	leaf.rosette
AT2G06520	leaf.rosette
AT2G11520	leaf.rosette
AT2G16380	leaf.rosette
AT2G17340	leaf.rosette
AT2G17450	leaf.rosette
AT2G18660	leaf.rosette
AT2G20142	leaf.rosette
AT2G21330	leaf.rosette
AT2G21960	leaf.rosette
AT2G22200	leaf.rosette
AT2G23420	leaf.rosette
AT2G24280	leaf.rosette
AT2G24860	leaf.rosette
AT2G25735	leaf.rosette
AT2G26500	leaf.rosette
AT2G26560	leaf.rosette
AT2G28400	leaf.rosette
AT2G28630	leaf.rosette
AT2G29120	leaf.rosette
AT2G29360	leaf.rosette
AT2G29630	leaf.rosette
AT2G30040	leaf.rosette
AT2G32040	leaf.rosette
AT2G32500	leaf.rosette
AT2G33530	leaf.rosette
AT2G34510	leaf.rosette
AT2G34930	leaf.rosette
AT2G35260	leaf.rosette
AT2G36220	leaf.rosette
AT2G36590	leaf.rosette
AT2G37710	leaf.rosette
AT2G38330	leaf.rosette
AT2G39250	leaf.rosette
AT2G40460	leaf.rosette
AT2G42360	leaf.rosette
AT2G42890	leaf.rosette
AT2G45680	leaf.rosette
AT2G46340	leaf.rosette
AT2G46510	leaf.rosette
AT2G47710	leaf.rosette
AT3G01920	leaf.rosette
AT3G01960	leaf.rosette
AT3G02170	leaf.rosette
AT3G02730	leaf.rosette
AT3G03990	leaf.rosette
AT3G04910	leaf.rosette
AT3G05350	leaf.rosette
AT3G06483	leaf.rosette
AT3G07565	leaf.rosette
AT3G07670	leaf.rosette
AT3G08870	leaf.rosette
AT3G10260	leaf.rosette
AT3G10520	leaf.rosette
AT3G10525	leaf.rosette
AT3G11840	leaf.rosette
AT3G13810	leaf.rosette
AT3G14050	leaf.rosette
AT3G14067	leaf.rosette
AT3G14210	leaf.rosette
AT3G14690	leaf.rosette
AT3G14770	leaf.rosette
AT3G15110	leaf.rosette
AT3G15570	leaf.rosette
AT3G15760	leaf.rosette
AT3G16720	leaf.rosette
AT3G18290	leaf.rosette
AT3G18500	leaf.rosette
AT3G19850	leaf.rosette
AT3G21780	leaf.rosette
AT3G22104	leaf.rosette
AT3G23400	leaf.rosette
AT3G23550	leaf.rosette
AT3G23570	leaf.rosette
AT3G24190	leaf.rosette
AT3G25805	leaf.rosette
AT3G26280	leaf.rosette
AT3G26890	leaf.rosette
AT3G27540	leaf.rosette
AT3G28220	leaf.rosette
AT3G28340	leaf.rosette
AT3G28450	leaf.rosette
AT3G28740	leaf.rosette
AT3G29400	leaf.rosette
AT3G32930	leaf.rosette
